City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Bonavista,CA,2022-04-24 23:23:11,48.6499,-53.1147,35.73,93,100,22.7
288,Atbasar,KZ,2022-04-24 23:22:14,51.8,68.3333,34.39,54,25,8.41
289,Matveyevka,RU,2022-04-24 23:23:11,52.15,56.1833,45.97,59,73,4.09
290,Inongo,CD,2022-04-24 23:23:12,-1.95,18.2667,72.79,89,66,4.09
291,Orapa,BW,2022-04-24 23:23:12,-21.2833,25.3667,72.37,47,94,5.19
292,Hurghada,EG,2022-04-24 23:23:13,27.2574,33.8129,73.6,39,0,15.68
293,Akdepe,TM,2022-04-24 23:23:13,42.0551,59.3788,53.69,44,6,5.88
294,Tura,IN,2022-04-24 23:23:13,25.5198,90.2201,72.36,96,53,6.2
295,Horta,PT,2022-04-24 23:23:14,38.5333,-28.6333,57.96,76,30,14.85
296,Harlingen,US,2022-04-24 23:20:17,26.1906,-97.6961,86.09,50,40,21.85
297,Estelle,US,2022-04-24 23:23:14,29.8458,-90.1067,81.0,70,75,11.01
298,Lethem,GY,2022-04-24 23:23:15,3.3803,-59.7968,81.41,69,99,10.96
299,Isangel,VU,2022-04-24 23:22:47,-19.55,169.2667,77.59,71,99,17.96
300,Marsaxlokk,MT,2022-04-24 23:23:15,35.8419,14.5431,60.08,88,0,3.44
301,Minab,IR,2022-04-24 23:23:16,27.1467,57.0801,77.32,78,2,2.3
302,Salalah,OM,2022-04-24 23:22:37,17.0151,54.0924,79.61,78,45,5.12
303,Wundanyi,KE,2022-04-24 23:23:16,-3.4019,38.364,61.81,93,84,3.33
304,Santa Maria Del Oro,MX,2022-04-24 23:23:17,25.9333,-105.3667,88.74,6,0,21.59
305,Xichang,CN,2022-04-24 23:23:17,27.8964,102.2634,61.43,88,77,0.96
306,Halifax,CA,2022-04-24 23:20:02,44.6453,-63.5724,38.68,76,53,12.66
307,Zyryanka,RU,2022-04-24 23:23:18,65.75,150.85,19.96,92,100,15.39
308,Forestville,US,2022-04-24 23:18:20,38.8451,-76.875,76.06,61,20,14.97
309,Svetlaya,RU,2022-04-24 23:13:31,46.5389,138.3297,45.01,52,0,7.05
310,Lorengau,PG,2022-04-24 23:23:18,-2.0226,147.2712,83.21,74,57,7.61
311,Montevideo,UY,2022-04-24 23:21:56,-34.8335,-56.1674,67.71,37,0,8.05
312,Bobcaygeon,CA,2022-04-24 23:23:19,44.5462,-78.542,67.28,81,100,7.96
313,Thames,NZ,2022-04-24 23:23:19,-37.1333,175.5333,64.22,68,82,4.16
314,Zadonsk,RU,2022-04-24 23:23:20,52.3904,38.9261,48.96,96,96,2.46
315,Mandan,US,2022-04-24 23:23:20,46.8267,-100.8896,38.37,75,100,24.16
316,Vaitape,PF,2022-04-24 23:23:21,-16.5167,-151.75,81.28,69,15,5.57
317,Torbay,CA,2022-04-24 23:23:09,47.6666,-52.7314,36.28,96,100,9.22
318,Ferme-Neuve,CA,2022-04-24 23:23:21,46.7001,-75.4493,49.33,52,100,8.37
319,Kahului,US,2022-04-24 23:24:22,20.8947,-156.47,84.22,62,20,26.46
320,Urumqi,CN,2022-04-24 23:24:22,43.801,87.6005,43.75,71,75,2.24
321,Leningradskiy,RU,2022-04-24 23:24:22,69.3833,178.4167,20.7,89,88,1.5
322,Chernyshevskiy,RU,2022-04-24 23:24:23,63.0128,112.4714,15.96,90,100,1.92
323,Jibuti,DJ,2022-04-24 23:24:23,11.5,42.5,75.76,59,78,9.46
324,Ranong,TH,2022-04-24 23:24:24,9.9658,98.6348,76.93,86,12,3.44
325,Kirakira,SB,2022-04-24 23:24:24,-10.4544,161.9205,84.6,71,46,5.28
326,Baeza,ES,2022-04-24 23:24:25,37.9938,-3.471,52.75,67,88,0.38
327,Dwarka,IN,2022-04-24 23:24:25,22.2394,68.9678,80.69,76,0,11.21
328,Mount Gambier,AU,2022-04-24 23:22:25,-37.8333,140.7667,56.19,64,100,4.12
329,Pampa,US,2022-04-24 23:24:26,35.5362,-100.9599,70.57,26,0,14.97
330,Quatre Cocos,MU,2022-04-24 23:24:26,-20.2078,57.7625,75.31,69,100,16.64
331,Traiguen,CL,2022-04-24 23:24:26,-38.25,-72.6833,45.1,90,81,4.59
332,Paka,MY,2022-04-24 23:24:27,4.6374,103.4368,76.93,100,20,0.0
333,Yaan,NG,2022-04-24 23:24:27,7.3833,8.5667,78.49,74,96,8.34
334,Tartagal,AR,2022-04-24 23:24:28,-22.5164,-63.8013,72.09,87,23,1.41
335,Pangai,TO,2022-04-24 23:24:28,-19.8,-174.35,84.31,58,40,5.75
336,Jalu,LY,2022-04-24 23:24:28,29.0331,21.5482,71.49,34,27,9.71
337,Bathsheba,BB,2022-04-24 23:24:29,13.2167,-59.5167,79.41,78,40,16.11
338,Cidreira,BR,2022-04-24 23:24:29,-30.1811,-50.2056,69.04,84,1,19.84
339,Urubamba,PE,2022-04-24 23:24:30,-13.3047,-72.1158,65.3,83,99,6.53
340,Russell,US,2022-04-24 23:23:54,32.3502,-85.1999,81.68,57,0,5.75
341,Tieli,CN,2022-04-24 23:24:30,46.95,128.05,49.14,45,100,4.32
342,Vila Franca Do Campo,PT,2022-04-24 23:24:31,37.7167,-25.4333,57.61,82,34,10.78
343,Great Yarmouth,GB,2022-04-24 23:20:28,52.6083,1.7305,46.65,86,2,15.01
344,Harper,LR,2022-04-24 23:24:31,4.375,-7.7169,80.82,86,100,6.73
345,Kargopol,RU,2022-04-24 23:24:31,61.5071,38.9456,28.33,98,59,4.56
346,Sangar,RU,2022-04-24 23:24:32,63.9242,127.4739,16.39,91,80,4.32
347,Sherpur,BD,2022-04-24 23:24:32,25.0188,90.0175,75.92,96,31,10.33
348,Tessalit,ML,2022-04-24 23:24:33,20.1986,1.0114,79.09,10,0,9.95
349,Notodden,NO,2022-04-24 23:24:33,59.5594,9.2585,36.72,70,42,4.97
350,Vao,NC,2022-04-24 23:24:34,-22.6667,167.4833,73.36,69,100,23.13
351,Weligama,LK,2022-04-24 23:24:34,5.9667,80.4167,78.26,86,59,0.58
352,Gravdal,NO,2022-04-24 23:24:34,68.1214,13.5031,40.87,80,100,10.49
353,Canutama,BR,2022-04-24 23:24:35,-6.5339,-64.3831,76.78,96,92,2.59
354,Danville,US,2022-04-24 23:24:35,36.586,-79.395,81.25,44,0,8.05
355,Chapais,CA,2022-04-24 23:24:10,49.7834,-74.8492,40.78,76,100,12.75
356,Homer,US,2022-04-24 23:24:36,59.6425,-151.5483,52.03,66,75,6.91
357,Kavaratti,IN,2022-04-24 23:24:36,10.5669,72.642,83.43,75,32,3.4
358,Noumea,NC,2022-04-24 23:24:37,-22.2763,166.4572,75.99,99,100,16.78
359,Alofi,NU,2022-04-24 23:24:37,-19.0595,-169.9187,78.69,83,99,4.61
360,Sibolga,ID,2022-04-24 23:24:37,1.7427,98.7792,76.59,89,85,3.38
361,Carlagan,PH,2022-04-24 23:24:38,14.975,122.0456,81.18,81,49,6.64
362,Arraial Do Cabo,BR,2022-04-24 23:24:38,-22.9661,-42.0278,75.54,77,48,12.37
363,Provideniya,RU,2022-04-24 23:14:52,64.3833,-173.3,35.71,60,0,4.47
364,Port Blair,IN,2022-04-24 23:24:39,11.6667,92.75,78.84,89,20,2.3
365,Kambove,CD,2022-04-24 23:24:39,-10.8764,26.5969,60.4,97,84,3.51
366,Miri,MY,2022-04-24 23:25:40,4.4148,114.0089,75.34,94,40,2.3
367,Chicama,PE,2022-04-24 23:25:40,-7.8447,-79.1469,61.34,74,39,8.28
368,Maniitsoq,GL,2022-04-24 23:25:38,65.4167,-52.9,27.5,88,98,5.75
369,Deputatskiy,RU,2022-04-24 23:25:40,69.3,139.9,8.74,93,100,3.02
370,Honghu,CN,2022-04-24 23:25:41,29.8206,113.4621,69.75,93,100,11.83
371,Ust-Kut,RU,2022-04-24 23:25:41,56.7938,105.7672,23.11,79,44,2.89
372,Palana,RU,2022-04-24 23:25:42,59.1167,159.9667,30.79,89,100,8.68
373,Lakota,CI,2022-04-24 23:25:42,5.8528,-5.6883,72.88,98,99,4.59
374,Buala,SB,2022-04-24 23:25:42,-8.145,159.5921,83.8,74,93,6.71
375,Nalut,LY,2022-04-24 23:25:43,30.3333,10.85,73.2,12,71,16.53
376,Obama,JP,2022-04-24 23:25:43,35.4958,135.746,65.95,77,46,0.69
377,Yar-Sale,RU,2022-04-24 23:25:43,66.8333,70.8333,-0.38,99,29,3.87
378,Undory,RU,2022-04-24 23:25:44,54.6085,48.3928,45.64,78,100,7.38
379,Tommot,RU,2022-04-24 23:25:44,58.9564,126.2925,28.81,78,100,0.65
380,Touros,BR,2022-04-24 23:25:45,-5.1989,-35.4608,77.11,88,97,10.33
381,Ilulissat,GL,2022-04-24 23:25:45,69.2167,-51.1,26.62,93,100,3.44
382,Verkhnyaya Inta,RU,2022-04-24 23:25:45,65.9811,60.3094,19.24,98,77,5.28
383,General Pico,AR,2022-04-24 23:25:46,-35.6566,-63.7568,71.91,47,89,8.61
384,Jerome,US,2022-04-24 23:21:56,42.7241,-114.5186,58.48,24,0,3.44
385,Nyurba,RU,2022-04-24 23:25:46,63.2842,118.3319,23.05,91,92,5.28
386,Leh,IN,2022-04-24 23:25:03,34.1667,77.5833,36.59,42,51,2.91
387,Dakar,SN,2022-04-24 23:24:30,14.6937,-17.4441,76.08,83,0,11.5
388,Yasenskaya,RU,2022-04-24 23:25:47,46.3592,38.269,52.52,85,1,4.72
389,Qui Nhon,VN,2022-04-24 23:25:48,13.7667,109.2333,78.21,89,59,4.76
390,Uvalde,US,2022-04-24 23:24:35,29.3669,-99.767,88.79,40,75,11.5
391,Vestmannaeyjar,IS,2022-04-24 23:25:48,63.4427,-20.2734,43.79,81,0,8.05
392,Tucuman,AR,2022-04-24 23:25:48,-26.8241,-65.2226,71.6,78,20,4.61
393,Padang,ID,2022-04-24 23:25:49,-0.9492,100.3543,77.05,86,100,4.23
394,Husavik,IS,2022-04-24 23:25:49,66.0449,-17.3389,42.55,84,100,0.72
395,Nea Peramos,GR,2022-04-24 23:25:50,38.0076,23.423,67.66,67,22,6.15
396,Kifri,IQ,2022-04-24 23:25:50,34.6959,44.9661,63.81,65,65,4.63
397,Canals,ES,2022-04-24 23:23:14,38.9625,-0.5844,61.77,50,93,7.14
398,Point Pleasant,US,2022-04-24 23:25:51,40.0832,-74.0682,53.28,71,0,9.22
399,Raudeberg,NO,2022-04-24 23:25:51,61.9875,5.1352,43.86,88,27,19.17
400,Qujing,CN,2022-04-24 23:25:52,25.4833,103.7833,57.65,51,0,8.37
401,Eirunepe,BR,2022-04-24 23:25:52,-6.6603,-69.8736,76.12,94,77,0.49
402,Sawakin,SD,2022-04-24 23:25:52,19.1059,37.3321,81.63,78,0,9.98
403,Ajdabiya,LY,2022-04-24 23:25:53,30.7554,20.2263,66.42,47,42,9.66
404,Gazalkent,UZ,2022-04-24 23:25:53,41.5581,69.7708,55.9,80,53,0.58
405,Dicabisagan,PH,2022-04-24 23:25:54,17.0818,122.4157,80.58,82,9,2.3
406,Dhidhdhoo,MV,2022-04-24 23:25:54,6.8833,73.1,83.52,73,64,4.7
407,Kavieng,PG,2022-04-24 23:25:55,-2.5744,150.7967,83.75,71,100,7.61
408,Kijang,KR,2022-04-24 23:25:55,35.2442,129.2139,65.93,74,92,3.53
409,Ouadda,CF,2022-04-24 23:25:56,8.0777,22.4007,72.7,75,88,3.76
410,Inverell,AU,2022-04-24 23:25:56,-29.7833,151.1167,65.1,64,61,5.01
411,Abu Dhabi,AE,2022-04-24 23:21:03,24.4667,54.3667,80.71,66,0,1.14
412,Sobolevo,RU,2022-04-24 23:26:57,54.4299,31.8996,45.88,86,87,8.32
413,Cabo San Lucas,MX,2022-04-24 23:26:57,22.8909,-109.9124,81.61,60,0,5.75
414,Ust-Tsilma,RU,2022-04-24 23:26:57,65.441,52.1498,31.91,86,75,4.9
415,Petrolina,BR,2022-04-24 23:23:05,-9.3986,-40.5008,82.45,54,0,5.75
416,Srednekolymsk,RU,2022-04-24 23:24:05,67.45,153.6833,18.54,90,100,13.76
417,Henties Bay,NA,2022-04-24 23:26:58,-22.116,14.2845,59.07,82,0,11.3
418,Ancud,CL,2022-04-24 23:26:58,-41.8697,-73.8203,45.23,77,75,21.79
419,Sabya,SA,2022-04-24 23:26:59,17.1495,42.6254,85.62,46,64,4.18
420,Langfang,CN,2022-04-24 23:26:59,39.5097,116.6947,59.88,71,100,6.13
421,Praia Da Vitoria,PT,2022-04-24 23:23:49,38.7333,-27.0667,59.25,77,20,18.3
422,Setermoen,NO,2022-04-24 23:27:00,68.861,18.3486,40.44,100,100,2.98
423,Douglas,US,2022-04-24 23:27:00,41.3,-96.167,52.68,55,100,19.57
424,Gigmoto,PH,2022-04-24 23:27:01,13.7796,124.39,81.32,88,99,10.2
425,Heihe,CN,2022-04-24 23:27:01,50.2441,127.4902,46.98,68,99,2.35
426,Bad Lauterberg,DE,2022-04-24 23:27:02,51.6327,10.4703,46.22,96,100,4.36
427,Kiunga,PG,2022-04-24 23:27:02,-6.1219,141.2906,76.96,93,99,0.09
428,Balaipungut,ID,2022-04-24 23:27:03,1.05,101.2833,74.17,99,87,0.67
429,Kaeo,NZ,2022-04-24 23:27:03,-35.1,173.7833,68.32,75,86,7.92
430,Terney,RU,2022-04-24 23:27:03,45.0503,136.6092,49.86,42,36,4.21
431,Salinopolis,BR,2022-04-24 23:24:18,-0.6136,-47.3561,78.21,87,99,9.55
432,Tahoua,NE,2022-04-24 23:27:04,14.8888,5.2692,88.32,9,76,8.7
433,Tabuk,PH,2022-04-24 23:27:05,17.4189,121.4443,78.35,79,6,4.92
434,Cherskiy,RU,2022-04-24 23:27:05,68.75,161.3,17.62,86,97,5.75
435,Lufilufi,WS,2022-04-24 23:27:05,-13.8745,-171.5986,85.78,75,55,8.28
436,Khandyga,RU,2022-04-24 23:27:06,62.6667,135.6,26.08,83,93,0.94
437,Nanakuli,US,2022-04-24 23:27:06,21.3906,-158.1547,84.15,57,75,13.8
438,Chegdomyn,RU,2022-04-24 23:27:07,51.1167,133.0167,32.02,81,94,1.16
439,Kankon,IN,2022-04-24 23:27:07,15.0167,74.0167,81.81,75,53,3.2
440,Jinka,ET,2022-04-24 23:27:07,5.65,36.65,62.04,92,69,2.42
441,Luanda,AO,2022-04-24 23:22:53,-8.8368,13.2343,76.66,88,68,9.73
442,Belmopan,BZ,2022-04-24 23:27:08,17.25,-88.7667,88.18,62,67,7.61
443,Boffa,GN,2022-04-24 23:27:08,10.1667,-14.0333,79.5,84,45,3.02
444,Codrington,AU,2022-04-24 23:24:49,-38.2667,141.9667,55.27,72,89,6.58
445,Nemuro,JP,2022-04-24 23:27:09,43.3236,145.575,43.05,74,100,11.56
446,Mweka,CD,2022-04-24 23:27:09,-4.85,21.5667,67.98,94,29,1.07
447,Ziro,IN,2022-04-24 23:27:10,27.6333,93.8333,49.93,97,61,2.51
448,Talnakh,RU,2022-04-24 23:27:10,69.4865,88.3972,-5.49,99,91,4.38
449,Huarmey,PE,2022-04-24 23:27:11,-10.0681,-78.1522,69.8,82,36,10.54
450,Rundu,NA,2022-04-24 23:27:11,-17.9333,19.7667,63.43,45,6,3.11
451,Wewak,PG,2022-04-24 23:27:11,-3.5534,143.6268,81.28,83,91,4.47
452,Wairoa,NZ,2022-04-24 23:27:12,-39.0333,177.3667,57.54,96,98,1.99
453,Inta,RU,2022-04-24 23:27:12,66.0317,60.1659,19.15,98,77,5.66
454,Riyadh,SA,2022-04-24 23:25:19,24.6877,46.7219,73.54,45,95,13.27
455,Flinders,AU,2022-04-24 23:23:55,-34.5833,150.8552,65.48,90,99,5.99
456,Hurup,DK,2022-04-24 23:27:13,56.7494,8.4195,44.69,63,10,11.36
457,Port-Gentil,GA,2022-04-24 23:27:13,-0.7193,8.7815,76.96,94,20,4.61
458,Nioro,GM,2022-04-24 23:28:14,13.35,-15.75,88.84,21,1,3.33
459,Acajutla,SV,2022-04-24 23:28:14,13.5928,-89.8275,84.51,64,16,7.47
460,Hwange,ZW,2022-04-24 23:28:15,-18.3693,26.5019,66.52,75,10,1.48
461,Seminole,US,2022-04-24 23:27:27,28.7086,-81.2081,79.25,71,0,18.41
462,Gat,IL,2022-04-24 23:28:15,31.61,34.7642,75.4,100,80,3.69
463,Marshall,US,2022-04-24 23:27:13,34.3834,-86.3333,81.32,46,0,5.75
464,Krasnoselkup,RU,2022-04-24 23:28:16,65.7,82.4667,-6.14,100,92,2.91
465,Yelyzavethradka,UA,2022-04-24 23:28:16,48.8038,32.4046,48.04,77,41,7.78
466,Jeremie,HT,2022-04-24 23:28:17,18.65,-74.1167,76.55,81,100,4.34
467,Tazovskiy,RU,2022-04-24 23:23:55,67.4667,78.7,-9.56,100,86,4.85
468,Itaituba,BR,2022-04-24 23:25:09,-4.2761,-55.9836,75.36,94,72,1.7
469,Woodstock,CA,2022-04-24 23:23:46,43.1334,-80.7497,77.22,61,99,14.0
470,Nyimba,ZM,2022-04-24 23:28:18,-14.5566,30.8149,67.14,88,26,3.18
471,Gua Musang,MY,2022-04-24 23:28:18,4.8823,101.9644,73.42,99,80,1.45
472,Luwuk,ID,2022-04-24 23:28:18,-0.9516,122.7875,80.69,82,34,0.67
473,Kuching,MY,2022-04-24 23:28:19,1.55,110.3333,77.22,94,40,2.3
474,High Level,CA,2022-04-24 23:28:19,58.5169,-117.136,46.51,53,75,14.97
475,Shache,CN,2022-04-24 23:28:20,38.4167,77.2406,67.91,24,37,16.55
476,Tambura,SS,2022-04-24 23:25:20,5.6,27.4667,68.9,97,100,4.18
477,Dillon,US,2022-04-24 23:28:20,34.4166,-79.3712,81.88,58,3,7.94
478,Punghina,RO,2022-04-24 23:28:21,44.2819,22.9347,55.62,89,100,6.44
479,Pochutla,MX,2022-04-24 23:24:19,15.7432,-96.4661,87.82,53,47,7.65
480,Bada,RU,2022-04-24 23:28:21,51.392,109.8717,28.27,61,100,5.53
481,Liwale,TZ,2022-04-24 23:28:22,-9.7667,37.9333,69.04,99,99,1.14
482,Weert,NL,2022-04-24 23:28:22,51.2517,5.7069,52.75,71,98,3.0
483,Richards Bay,ZA,2022-04-24 23:28:23,-28.783,32.0377,69.12,90,100,7.78
484,Esmeraldas,BR,2022-04-24 23:28:23,-19.7625,-44.3139,79.11,55,86,4.72
485,Avera,US,2022-04-24 23:25:33,33.194,-82.5271,79.56,58,28,5.64
486,Yatou,CN,2022-04-24 23:28:24,37.15,122.3833,55.94,91,100,7.61
487,Berdigestyakh,RU,2022-04-24 23:28:24,62.0989,126.6992,20.41,88,88,4.7
488,Bagojo,MX,2022-04-24 23:28:24,25.8667,-109.1167,80.51,28,0,13.67
489,Itaguai,BR,2022-04-24 23:28:25,-22.8522,-43.7753,77.68,78,75,4.61
490,Envira,BR,2022-04-24 23:28:25,-7.3,-70.2167,75.24,95,73,1.28
491,Jumla,NP,2022-04-24 23:28:26,29.2747,82.1838,46.83,36,0,4.83
492,Talas,TR,2022-04-24 23:28:26,38.6908,35.5538,54.27,47,0,4.61
493,Plouzane,FR,2022-04-24 23:28:26,48.3833,-4.6167,51.98,90,100,3.44
494,San Rafael,AR,2022-04-24 23:28:27,-34.6177,-68.3301,73.06,12,5,11.63
495,Tasiilaq,GL,2022-04-24 23:28:27,65.6145,-37.6368,32.16,67,48,3.65
496,Pemangkat,ID,2022-04-24 23:28:28,1.1667,108.9667,79.02,86,95,5.84
497,Berlevag,NO,2022-04-24 23:23:34,70.8578,29.0864,33.6,77,100,9.95
498,Hambantota,LK,2022-04-24 23:28:28,6.1241,81.1185,80.31,80,89,1.61
499,Herrin,US,2022-04-24 23:28:29,37.8031,-89.0276,77.22,69,100,13.8
500,Matadi,CD,2022-04-24 23:28:29,-5.8167,13.45,75.83,98,99,2.91
501,Moose Factory,CA,2022-04-24 23:28:30,51.2585,-80.6094,42.8,75,0,9.22
502,Makanya,TZ,2022-04-24 23:29:30,-4.3667,37.8333,69.84,94,97,1.92
503,Hofn,IS,2022-04-24 23:29:30,64.2539,-15.2082,42.01,91,98,5.41
504,Sai Buri,TH,2022-04-24 23:29:31,6.7013,101.6168,77.83,88,61,5.12
505,Vysokogornyy,RU,2022-04-24 23:29:31,50.1167,139.15,27.3,83,69,7.4
506,Tumen,CN,2022-04-24 23:29:32,42.9661,129.8425,57.85,33,31,2.1
507,Kyra,RU,2022-04-24 23:29:32,49.5776,111.9753,30.43,59,100,6.49
508,Necochea,AR,2022-04-24 23:29:32,-38.5473,-58.7368,68.16,49,72,14.09
509,Itarema,BR,2022-04-24 23:29:33,-2.9248,-39.9167,76.57,89,94,7.56
510,Buraydah,SA,2022-04-24 23:28:01,26.326,43.975,66.65,54,100,17.81
511,Hobyo,SO,2022-04-24 23:29:33,5.3505,48.5268,83.03,71,2,11.21
512,Vozrozhdeniye,RU,2022-04-24 23:29:34,44.5503,38.2136,52.92,70,1,3.33
513,Porto Novo,BJ,2022-04-24 23:29:34,6.4965,2.6036,81.03,83,100,6.89
514,Teguise,ES,2022-04-24 23:29:35,29.0605,-13.564,59.22,67,20,4.61
515,Brainerd,US,2022-04-24 23:29:35,46.358,-94.2008,42.82,61,100,20.71
516,Road Town,VG,2022-04-24 23:25:52,18.4167,-64.6167,78.89,69,40,8.05
517,Broken Hill,AU,2022-04-24 23:29:36,-31.95,141.4333,62.31,67,40,9.22
518,Mugur-Aksy,RU,2022-04-24 23:29:36,50.35,90.5,14.41,66,1,2.64
519,Yeppoon,AU,2022-04-24 23:29:36,-23.1333,150.7333,73.18,67,100,21.34
520,Oranjestad,AW,2022-04-24 23:29:37,12.524,-70.027,80.55,74,20,19.57
521,Hauterive,FR,2022-04-24 23:29:37,46.0901,3.4459,52.56,94,100,8.25
522,Bartica,GY,2022-04-24 23:29:38,6.4,-58.6167,79.12,95,96,3.06
523,Sarangani,PH,2022-04-24 23:29:38,5.4033,125.4636,83.19,75,68,13.42
524,Sinnamary,GF,2022-04-24 23:29:39,5.3833,-52.95,78.31,90,91,9.62
525,Batemans Bay,AU,2022-04-24 23:24:50,-35.7167,150.1833,63.1,69,79,3.29
526,Nevel,RU,2022-04-24 23:29:39,56.0209,29.9284,43.52,95,100,5.7
527,Hearst,CA,2022-04-24 23:29:39,49.6835,-83.6665,62.85,95,100,10.65
528,Haimen,CN,2022-04-24 23:29:40,23.1935,116.6142,78.69,88,0,3.36
529,Sungaipenuh,ID,2022-04-24 23:29:40,-2.0833,101.3833,64.29,98,99,0.69
530,Muravlenko,RU,2022-04-24 23:29:41,63.7898,74.523,11.26,95,100,3.94
531,Camacha,PT,2022-04-24 23:29:41,33.0833,-16.3333,60.22,82,75,12.66
532,Namanga,KE,2022-04-24 23:29:41,-2.5433,36.7905,64.24,92,86,2.55
533,Karratha,AU,2022-04-24 23:29:42,-20.7377,116.8463,77.59,50,32,3.22
534,Thomaston,US,2022-04-24 23:29:42,32.8882,-84.3266,79.09,52,0,5.75
535,Novikovo,RU,2022-04-24 23:29:43,51.1537,37.8879,49.15,96,62,5.7
536,Adre,TD,2022-04-24 23:29:43,13.4667,22.2,82.02,21,43,6.96
537,Yermakovskoye,RU,2022-04-24 23:29:43,53.2831,92.4003,27.05,74,75,2.73
538,Sao Sebastiao,BR,2022-04-24 23:29:44,-23.76,-45.4097,71.94,90,51,6.51
539,Whitehorse,CA,2022-04-24 23:29:44,60.7161,-135.0538,49.01,56,75,10.36
540,Qandala,SO,2022-04-24 23:29:45,11.472,49.8728,82.67,68,47,7.09
541,Alice Springs,AU,2022-04-24 23:26:17,-23.7,133.8833,62.15,94,100,8.05
542,Kosh-Agach,RU,2022-04-24 23:29:45,50.0,88.6667,16.63,66,3,2.91
543,Guerrero Negro,MX,2022-04-24 23:29:46,27.9769,-114.0611,73.08,41,0,15.77
544,Puerto Cabezas,NI,2022-04-24 23:29:46,14.0351,-83.3888,80.56,83,75,4.61
545,Tautira,PF,2022-04-24 23:29:46,-17.7333,-149.15,80.92,68,32,5.75
546,Fallon,US,2022-04-24 23:29:47,39.4735,-118.7774,65.44,12,0,6.91
547,Santa Vitoria Do Palmar,BR,2022-04-24 23:29:47,-33.5189,-53.3681,64.0,62,3,11.88
548,Lodja,CD,2022-04-24 23:29:48,-3.4833,23.4333,68.61,99,89,1.9
549,Neijiang,CN,2022-04-24 23:29:48,29.5835,105.0622,66.9,66,100,2.98
550,Labuhan,ID,2022-04-24 23:30:49,-6.8844,112.2051,79.7,85,81,6.76
551,Waitati,NZ,2022-04-24 23:30:49,-45.75,170.5667,63.64,54,60,8.05
552,Eureka,US,2022-04-24 23:30:16,40.8021,-124.1637,69.67,72,4,5.99
553,Tabas,IR,2022-04-24 23:30:50,33.5959,56.9244,75.33,26,83,3.49
554,Olafsvik,IS,2022-04-24 23:30:50,64.8945,-23.7142,45.59,75,94,6.55
555,Oroquieta,PH,2022-04-24 23:30:50,8.4858,123.8044,83.53,78,83,0.87
556,Biak,ID,2022-04-24 23:28:43,-0.9131,122.8766,78.76,81,31,0.47
557,Kieta,PG,2022-04-24 23:30:51,-6.2167,155.6333,83.97,73,58,4.07
558,Panguna,PG,2022-04-24 23:30:51,-6.3164,155.4848,78.73,73,57,2.33
559,Puerto Escondido,MX,2022-04-24 23:30:52,15.85,-97.0667,85.03,70,20,9.22
560,Conceicao Do Araguaia,BR,2022-04-24 23:30:52,-8.2578,-49.2647,73.72,94,65,2.57
561,Cap Malheureux,MU,2022-04-24 23:27:34,-19.9842,57.6142,75.47,73,100,8.99
562,Puerto Colombia,CO,2022-04-24 23:30:53,10.9878,-74.9547,82.49,81,42,19.04
563,Hanko,FI,2022-04-24 23:30:53,59.8333,22.95,37.15,85,84,12.82
564,Sola,VU,2022-04-24 23:30:53,-13.8833,167.55,81.34,71,99,4.52
565,Zhigansk,RU,2022-04-24 23:26:21,66.7697,123.3711,10.63,95,82,6.8
566,Mahibadhoo,MV,2022-04-24 23:30:54,3.7833,72.9667,83.88,71,60,6.82
567,Kaitangata,NZ,2022-04-24 23:30:54,-46.2817,169.8464,56.48,74,94,17.4
568,Skibbereen,IE,2022-04-24 23:28:34,51.55,-9.2667,54.1,81,64,12.73
569,Zhanaozen,KZ,2022-04-24 23:30:55,43.3,52.8,60.03,36,79,10.51
